"","code_state","domicilios","residentes","cid","obitos"
"8037",23,2365193,8427449,"I429",118
"8038",23,2365193,8427449,"I440",2
"8039",23,2365193,8427449,"I442",53
"8040",23,2365193,8427449,"I443",10
"8041",23,2365193,8427449,"I447",1
"8042",23,2365193,8427449,"I458",1
"8043",23,2365193,8427449,"I459",3
"8044",23,2365193,8427449,"I461",346
"8045",23,2365193,8427449,"I470",2
"8046",23,2365193,8427449,"I471",11
"8047",23,2365193,8427449,"I472",10
"8048",23,2365193,8427449,"I479",2
"8049",23,2365193,8427449,"I48",136
"8050",23,2365193,8427449,"I490",20
"8051",23,2365193,8427449,"I498",15
"8052",23,2365193,8427449,"I499",116
"8053",23,2365193,8427449,"I500",553
"8054",23,2365193,8427449,"I501",81
"8055",23,2365193,8427449,"I509",780
"8056",23,2365193,8427449,"I511",5
"8057",23,2365193,8427449,"I513",2
"8058",23,2365193,8427449,"I514",2
"8059",23,2365193,8427449,"I516",25
"8060",23,2365193,8427449,"I517",25
"8061",23,2365193,8427449,"I518",11
"8062",23,2365193,8427449,"I519",46
"8063",23,2365193,8427449,"I600",6
"8064",23,2365193,8427449,"I601",6
"8065",23,2365193,8427449,"I602",3
"8066",23,2365193,8427449,"I603",2
"8067",23,2365193,8427449,"I604",4
"8068",23,2365193,8427449,"I606",2
"8069",23,2365193,8427449,"I607",3
"8070",23,2365193,8427449,"I608",18
"8071",23,2365193,8427449,"I609",252
"8072",23,2365193,8427449,"I610",2
"8073",23,2365193,8427449,"I611",2
"8074",23,2365193,8427449,"I612",15
"8075",23,2365193,8427449,"I613",6
"8076",23,2365193,8427449,"I614",7
"8077",23,2365193,8427449,"I615",6
"8078",23,2365193,8427449,"I616",3
"8079",23,2365193,8427449,"I618",49
"8080",23,2365193,8427449,"I619",671
"8081",23,2365193,8427449,"I620",40
"8082",23,2365193,8427449,"I621",2
"8083",23,2365193,8427449,"I629",13
"8084",23,2365193,8427449,"I630",125
"8085",23,2365193,8427449,"I633",5
"8086",23,2365193,8427449,"I634",5
"8087",23,2365193,8427449,"I635",7
"8088",23,2365193,8427449,"I636",3
"8089",23,2365193,8427449,"I638",18
"8090",23,2365193,8427449,"I639",89
"8091",23,2365193,8427449,"I64",1589
"8092",23,2365193,8427449,"I670",1
"8093",23,2365193,8427449,"I671",12
"8094",23,2365193,8427449,"I674",7
"8095",23,2365193,8427449,"I676",1
"8096",23,2365193,8427449,"I677",1
"8097",23,2365193,8427449,"I678",404
"8098",23,2365193,8427449,"I679",9
"8099",23,2365193,8427449,"I690",26
"8100",23,2365193,8427449,"I691",6
"8101",23,2365193,8427449,"I692",6
"8102",23,2365193,8427449,"I693",163
"8103",23,2365193,8427449,"I694",798
"8104",23,2365193,8427449,"I698",66
"8105",23,2365193,8427449,"I700",1
"8106",23,2365193,8427449,"I702",7
"8107",23,2365193,8427449,"I708",4
"8108",23,2365193,8427449,"I709",8
"8109",23,2365193,8427449,"I710",81
"8110",23,2365193,8427449,"I711",37
"8111",23,2365193,8427449,"I712",26
"8112",23,2365193,8427449,"I713",25
"8113",23,2365193,8427449,"I714",7
"8114",23,2365193,8427449,"I715",25
"8115",23,2365193,8427449,"I716",4
"8116",23,2365193,8427449,"I718",18
"8117",23,2365193,8427449,"I719",33
"8118",23,2365193,8427449,"I720",4
"8119",23,2365193,8427449,"I722",1
"8120",23,2365193,8427449,"I723",5
"8121",23,2365193,8427449,"I724",1
"8122",23,2365193,8427449,"I728",5
"8123",23,2365193,8427449,"I729",3
"8124",23,2365193,8427449,"I730",1
"8125",23,2365193,8427449,"I731",2
"8126",23,2365193,8427449,"I738",25
"8127",23,2365193,8427449,"I739",144
"8128",23,2365193,8427449,"I740",2
"8129",23,2365193,8427449,"I741",6
"8130",23,2365193,8427449,"I742",1
"8131",23,2365193,8427449,"I743",27
"8132",23,2365193,8427449,"I744",7
"8133",23,2365193,8427449,"I748",6
"8134",23,2365193,8427449,"I749",16
"8135",23,2365193,8427449,"I770",6
"8136",23,2365193,8427449,"I771",5
"8137",23,2365193,8427449,"I772",1
"8138",23,2365193,8427449,"I778",27
"8139",23,2365193,8427449,"I779",14
"8140",23,2365193,8427449,"I789",3
"8141",23,2365193,8427449,"I802",46
"8142",23,2365193,8427449,"I803",2
"8143",23,2365193,8427449,"I809",5
"8144",23,2365193,8427449,"I81",8
"8145",23,2365193,8427449,"I820",2
"8146",23,2365193,8427449,"I822",4
"8147",23,2365193,8427449,"I823",1
"8148",23,2365193,8427449,"I828",10
"8149",23,2365193,8427449,"I829",28
"8150",23,2365193,8427449,"I830",2
"8151",23,2365193,8427449,"I831",1
"8152",23,2365193,8427449,"I832",4
"8153",23,2365193,8427449,"I848",2
"8154",23,2365193,8427449,"I850",18
"8155",23,2365193,8427449,"I859",10
"8156",23,2365193,8427449,"I860",1
"8157",23,2365193,8427449,"I864",1
"8158",23,2365193,8427449,"I870",1
"8159",23,2365193,8427449,"I871",2
"8160",23,2365193,8427449,"I872",6
"8161",23,2365193,8427449,"I878",3
"8162",23,2365193,8427449,"I879",2
"8163",23,2365193,8427449,"I881",1
"8164",23,2365193,8427449,"I890",2
"8165",23,2365193,8427449,"I891",3
"8166",23,2365193,8427449,"I899",1
"8167",23,2365193,8427449,"I950",2
"8168",23,2365193,8427449,"I958",2
"8169",23,2365193,8427449,"I959",13
"8170",23,2365193,8427449,"I99",14
"8171",23,2365193,8427449,"J018",1
"8172",23,2365193,8427449,"J019",1
"8173",23,2365193,8427449,"J039",1
"8174",23,2365193,8427449,"J040",2
"8175",23,2365193,8427449,"J042",1
"8176",23,2365193,8427449,"J068",2
"8177",23,2365193,8427449,"J069",38
"8178",23,2365193,8427449,"J09",2
"8179",23,2365193,8427449,"J100",28
"8180",23,2365193,8427449,"J101",36
"8181",23,2365193,8427449,"J108",16
"8182",23,2365193,8427449,"J110",55
"8183",23,2365193,8427449,"J111",15
"8184",23,2365193,8427449,"J118",33
"8185",23,2365193,8427449,"J120",3
"8186",23,2365193,8427449,"J121",1
"8187",23,2365193,8427449,"J128",26
"8188",23,2365193,8427449,"J129",43
"8189",23,2365193,8427449,"J13",1
"8190",23,2365193,8427449,"J150",6
"8191",23,2365193,8427449,"J151",7
"8192",23,2365193,8427449,"J152",2
"8193",23,2365193,8427449,"J156",4
"8194",23,2365193,8427449,"J157",1
"8195",23,2365193,8427449,"J158",288
"8196",23,2365193,8427449,"J159",1324
"8197",23,2365193,8427449,"J160",2
"8198",23,2365193,8427449,"J168",5
"8199",23,2365193,8427449,"J180",403
"8200",23,2365193,8427449,"J181",59
"8201",23,2365193,8427449,"J182",35
"8202",23,2365193,8427449,"J188",308
"8203",23,2365193,8427449,"J189",2361
"8204",23,2365193,8427449,"J209",1
"8205",23,2365193,8427449,"J210",2
"8206",23,2365193,8427449,"J219",9
"8207",23,2365193,8427449,"J22",28
"8208",23,2365193,8427449,"J324",1
"8209",23,2365193,8427449,"J329",1
"8210",23,2365193,8427449,"J340",1
"8211",23,2365193,8427449,"J359",1
"8212",23,2365193,8427449,"J380",1
"8213",23,2365193,8427449,"J386",2
"8214",23,2365193,8427449,"J387",1
"8215",23,2365193,8427449,"J390",2
"8216",23,2365193,8427449,"J391",1
"8217",23,2365193,8427449,"J399",2
"8218",23,2365193,8427449,"J40",3
"8219",23,2365193,8427449,"J410",5
"8220",23,2365193,8427449,"J418",2
"8221",23,2365193,8427449,"J42",2
"8222",23,2365193,8427449,"J431",1
"8223",23,2365193,8427449,"J432",1
"8224",23,2365193,8427449,"J438",8
"8225",23,2365193,8427449,"J439",51
"8226",23,2365193,8427449,"J440",552
"8227",23,2365193,8427449,"J441",185
"8228",23,2365193,8427449,"J448",106
"8229",23,2365193,8427449,"J449",448
"8230",23,2365193,8427449,"J450",6
"8231",23,2365193,8427449,"J458",4
"8232",23,2365193,8427449,"J459",88
"8233",23,2365193,8427449,"J46",3
"8234",23,2365193,8427449,"J47",23
"8235",23,2365193,8427449,"J61",1
"8236",23,2365193,8427449,"J628",4
"8237",23,2365193,8427449,"J633",1
"8238",23,2365193,8427449,"J634",1
"8239",23,2365193,8427449,"J638",1
"8240",23,2365193,8427449,"J64",3
"8241",23,2365193,8427449,"J679",4
"8242",23,2365193,8427449,"J680",4
"8243",23,2365193,8427449,"J681",9
"8244",23,2365193,8427449,"J688",1
"8245",23,2365193,8427449,"J689",3
"8246",23,2365193,8427449,"J690",620
"8247",23,2365193,8427449,"J698",23
"8248",23,2365193,8427449,"J704",1
"8249",23,2365193,8427449,"J709",1
"8250",23,2365193,8427449,"J80",33
"8251",23,2365193,8427449,"J81",125
"8252",23,2365193,8427449,"J840",2
"8253",23,2365193,8427449,"J841",58
"8254",23,2365193,8427449,"J848",8
"8255",23,2365193,8427449,"J849",18
"8256",23,2365193,8427449,"J851",8
"8257",23,2365193,8427449,"J852",2
"8258",23,2365193,8427449,"J853",2
"8259",23,2365193,8427449,"J860",1
"8260",23,2365193,8427449,"J869",13
"8261",23,2365193,8427449,"J90",52
"8262",23,2365193,8427449,"J930",1
"8263",23,2365193,8427449,"J938",1
"8264",23,2365193,8427449,"J939",10
"8265",23,2365193,8427449,"J942",4
"8266",23,2365193,8427449,"J948",3
"8267",23,2365193,8427449,"J949",2
"8268",23,2365193,8427449,"J960",234
"8269",23,2365193,8427449,"J961",14
"8270",23,2365193,8427449,"J969",452
"8271",23,2365193,8427449,"J980",8
"8272",23,2365193,8427449,"J981",4
"8273",23,2365193,8427449,"J984",69
"8274",23,2365193,8427449,"J985",5
"8275",23,2365193,8427449,"J988",120
"8276",23,2365193,8427449,"J989",41
"8277",23,2365193,8427449,"K122",2
"8278",23,2365193,8427449,"K137",2
"8279",23,2365193,8427449,"K20",5
"8280",23,2365193,8427449,"K210",2
"8281",23,2365193,8427449,"K219",4
"8282",23,2365193,8427449,"K221",1
"8283",23,2365193,8427449,"K222",2
"8284",23,2365193,8427449,"K223",2
"8285",23,2365193,8427449,"K225",3
"8286",23,2365193,8427449,"K226",2
"8287",23,2365193,8427449,"K228",1
"8288",23,2365193,8427449,"K229",3
"8289",23,2365193,8427449,"K250",15
"8290",23,2365193,8427449,"K251",33
"8291",23,2365193,8427449,"K252",11
"8292",23,2365193,8427449,"K253",1
"8293",23,2365193,8427449,"K254",21
"8294",23,2365193,8427449,"K255",5
"8295",23,2365193,8427449,"K256",8
"8296",23,2365193,8427449,"K257",1
"8297",23,2365193,8427449,"K259",9
"8298",23,2365193,8427449,"K260",10
"8299",23,2365193,8427449,"K261",9
"8300",23,2365193,8427449,"K262",8
"8301",23,2365193,8427449,"K264",8
"8302",23,2365193,8427449,"K265",3
"8303",23,2365193,8427449,"K266",1
"8304",23,2365193,8427449,"K269",4
"8305",23,2365193,8427449,"K270",9
"8306",23,2365193,8427449,"K271",15
"8307",23,2365193,8427449,"K272",8
"8308",23,2365193,8427449,"K274",10
"8309",23,2365193,8427449,"K275",9
"8310",23,2365193,8427449,"K276",3
"8311",23,2365193,8427449,"K277",1
"8312",23,2365193,8427449,"K279",20
"8313",23,2365193,8427449,"K290",4
"8314",23,2365193,8427449,"K291",1
"8315",23,2365193,8427449,"K292",1
"8316",23,2365193,8427449,"K295",11
"8317",23,2365193,8427449,"K296",2
"8318",23,2365193,8427449,"K297",4
"8319",23,2365193,8427449,"K299",4
"8320",23,2365193,8427449,"K30",2
"8321",23,2365193,8427449,"K315",2
"8322",23,2365193,8427449,"K316",1
"8323",23,2365193,8427449,"K318",1
"8324",23,2365193,8427449,"K319",2
"8325",23,2365193,8427449,"K350",12
"8326",23,2365193,8427449,"K351",2
"8327",23,2365193,8427449,"K359",19
"8328",23,2365193,8427449,"K36",4
"8329",23,2365193,8427449,"K37",4
"8330",23,2365193,8427449,"K400",5
"8331",23,2365193,8427449,"K401",1
"8332",23,2365193,8427449,"K403",37
"8333",23,2365193,8427449,"K404",9
"8334",23,2365193,8427449,"K409",14
"8335",23,2365193,8427449,"K413",1
"8336",23,2365193,8427449,"K419",3
"8337",23,2365193,8427449,"K420",5
"8338",23,2365193,8427449,"K421",7
"8339",23,2365193,8427449,"K429",2
"8340",23,2365193,8427449,"K430",2
"8341",23,2365193,8427449,"K431",1
"8342",23,2365193,8427449,"K439",5
"8343",23,2365193,8427449,"K440",1
"8344",23,2365193,8427449,"K441",2
"8345",23,2365193,8427449,"K449",5
"8346",23,2365193,8427449,"K450",1
"8347",23,2365193,8427449,"K451",2
"8348",23,2365193,8427449,"K458",1
"8349",23,2365193,8427449,"K460",13
"8350",23,2365193,8427449,"K461",9
"8351",23,2365193,8427449,"K469",9
"8352",23,2365193,8427449,"K500",1
"8353",23,2365193,8427449,"K501",1
"8354",23,2365193,8427449,"K508",2
"8355",23,2365193,8427449,"K509",5
"8356",23,2365193,8427449,"K510",1
"8357",23,2365193,8427449,"K513",2
"8358",23,2365193,8427449,"K518",2
"8359",23,2365193,8427449,"K519",6
"8360",23,2365193,8427449,"K520",2
"8361",23,2365193,8427449,"K521",2
"8362",23,2365193,8427449,"K528",3
"8363",23,2365193,8427449,"K529",29
"8364",23,2365193,8427449,"K550",91
"8365",23,2365193,8427449,"K551",5
"8366",23,2365193,8427449,"K558",4
"8367",23,2365193,8427449,"K559",27
"8368",23,2365193,8427449,"K560",8
"8369",23,2365193,8427449,"K561",3
"8370",23,2365193,8427449,"K562",37
"8371",23,2365193,8427449,"K563",2
"8372",23,2365193,8427449,"K564",46
"8373",23,2365193,8427449,"K565",38
"8374",23,2365193,8427449,"K566",260
"8375",23,2365193,8427449,"K567",16
"8376",23,2365193,8427449,"K570",4
"8377",23,2365193,8427449,"K571",1
"8378",23,2365193,8427449,"K572",11
"8379",23,2365193,8427449,"K573",4
"8380",23,2365193,8427449,"K574",1
"8381",23,2365193,8427449,"K578",15
"8382",23,2365193,8427449,"K579",21
"8383",23,2365193,8427449,"K590",10
"8384",23,2365193,8427449,"K591",3
"8385",23,2365193,8427449,"K593",5
"8386",23,2365193,8427449,"K598",4
"8387",23,2365193,8427449,"K599",1
"8388",23,2365193,8427449,"K604",2
"8389",23,2365193,8427449,"K610",1
"8390",23,2365193,8427449,"K623",1
"8391",23,2365193,8427449,"K625",3
"8392",23,2365193,8427449,"K628",1
"8393",23,2365193,8427449,"K630",5
"8394",23,2365193,8427449,"K631",15
"8395",23,2365193,8427449,"K632",3
"8396",23,2365193,8427449,"K633",3
"8397",23,2365193,8427449,"K635",1
"8398",23,2365193,8427449,"K638",4
"8399",23,2365193,8427449,"K639",3
"8400",23,2365193,8427449,"K650",109
"8401",23,2365193,8427449,"K658",3
"8402",23,2365193,8427449,"K659",22
"8403",23,2365193,8427449,"K661",1
"8404",23,2365193,8427449,"K668",5
"8405",23,2365193,8427449,"K700",12
"8406",23,2365193,8427449,"K701",59
"8407",23,2365193,8427449,"K702",3
"8408",23,2365193,8427449,"K703",404
"8409",23,2365193,8427449,"K704",61
"8410",23,2365193,8427449,"K709",49
"8411",23,2365193,8427449,"K710",3
"8412",23,2365193,8427449,"K711",1
"8413",23,2365193,8427449,"K712",2
"8414",23,2365193,8427449,"K716",2
"8415",23,2365193,8427449,"K717",2
"8416",23,2365193,8427449,"K718",2
"8417",23,2365193,8427449,"K719",1
"8418",23,2365193,8427449,"K720",16
"8419",23,2365193,8427449,"K721",16
"8420",23,2365193,8427449,"K729",70
"8421",23,2365193,8427449,"K730",2
"8422",23,2365193,8427449,"K732",1
"8423",23,2365193,8427449,"K738",2
"8424",23,2365193,8427449,"K739",11
"8425",23,2365193,8427449,"K740",6
"8426",23,2365193,8427449,"K741",1
"8427",23,2365193,8427449,"K742",1
"8428",23,2365193,8427449,"K743",2
"8429",23,2365193,8427449,"K745",9
"8430",23,2365193,8427449,"K746",427
"8431",23,2365193,8427449,"K750",12
"8432",23,2365193,8427449,"K754",5
"8433",23,2365193,8427449,"K759",4
"8434",23,2365193,8427449,"K760",5
"8435",23,2365193,8427449,"K763",1
"8436",23,2365193,8427449,"K764",1
"8437",23,2365193,8427449,"K765",1
"8438",23,2365193,8427449,"K766",9
"8439",23,2365193,8427449,"K767",9
"8440",23,2365193,8427449,"K768",14
"8441",23,2365193,8427449,"K769",63
"8442",23,2365193,8427449,"K800",5
"8443",23,2365193,8427449,"K801",8
"8444",23,2365193,8427449,"K802",20
"8445",23,2365193,8427449,"K803",18
"8446",23,2365193,8427449,"K804",3
"8447",23,2365193,8427449,"K805",13
"8448",23,2365193,8427449,"K808",24
"8449",23,2365193,8427449,"K810",47
"8450",23,2365193,8427449,"K811",1
"8451",23,2365193,8427449,"K818",7
"8452",23,2365193,8427449,"K819",46
"8453",23,2365193,8427449,"K820",1
"8454",23,2365193,8427449,"K822",1
"8455",23,2365193,8427449,"K823",1
"8456",23,2365193,8427449,"K824",1
"8457",23,2365193,8427449,"K828",1
"8458",23,2365193,8427449,"K829",3
"8459",23,2365193,8427449,"K830",75
"8460",23,2365193,8427449,"K831",13
"8461",23,2365193,8427449,"K833",2
"8462",23,2365193,8427449,"K838",6
"8463",23,2365193,8427449,"K839",7
"8464",23,2365193,8427449,"K850",7
"8465",23,2365193,8427449,"K851",13
"8466",23,2365193,8427449,"K852",30
"8467",23,2365193,8427449,"K858",18
"8468",23,2365193,8427449,"K859",92
"8469",23,2365193,8427449,"K860",4
"8470",23,2365193,8427449,"K861",3
"8471",23,2365193,8427449,"K863",1
"8472",23,2365193,8427449,"K868",1
"8473",23,2365193,8427449,"K869",6
"8474",23,2365193,8427449,"K902",1
"8475",23,2365193,8427449,"K920",128
"8476",23,2365193,8427449,"K921",2
"8477",23,2365193,8427449,"K922",214
"8478",23,2365193,8427449,"K928",2
"8479",23,2365193,8427449,"K929",20
"8480",23,2365193,8427449,"L022",3
"8481",23,2365193,8427449,"L024",2
"8482",23,2365193,8427449,"L029",4
"8483",23,2365193,8427449,"L030",3
"8484",23,2365193,8427449,"L031",47
"8485",23,2365193,8427449,"L032",3
"8486",23,2365193,8427449,"L038",13
"8487",23,2365193,8427449,"L039",47
"8488",23,2365193,8427449,"L043",1
"8489",23,2365193,8427449,"L080",7
"8490",23,2365193,8427449,"L089",193
"8491",23,2365193,8427449,"L100",2
"8492",23,2365193,8427449,"L109",1
"8493",23,2365193,8427449,"L120",2
"8494",23,2365193,8427449,"L129",1
"8495",23,2365193,8427449,"L138",1
"8496",23,2365193,8427449,"L139",1
"8497",23,2365193,8427449,"L219",2
"8498",23,2365193,8427449,"L26",1
"8499",23,2365193,8427449,"L409",4
"8500",23,2365193,8427449,"L511",4
"8501",23,2365193,8427449,"L512",4
"8502",23,2365193,8427449,"L538",1
"8503",23,2365193,8427449,"L89",146
"8504",23,2365193,8427449,"L930",3
"8505",23,2365193,8427449,"L932",6
"8506",23,2365193,8427449,"L97",25
"8507",23,2365193,8427449,"L984",34
"8508",23,2365193,8427449,"L988",1
"8509",23,2365193,8427449,"L989",5
"8510",23,2365193,8427449,"M009",7
"8511",23,2365193,8427449,"M053",3
"8512",23,2365193,8427449,"M068",1
"8513",23,2365193,8427449,"M069",11
"8514",23,2365193,8427449,"M089",1
"8515",23,2365193,8427449,"M109",4
"8516",23,2365193,8427449,"M139",2
"8517",23,2365193,8427449,"M158",7
"8518",23,2365193,8427449,"M159",1
"8519",23,2365193,8427449,"M160",1
"8520",23,2365193,8427449,"M161",1
"8521",23,2365193,8427449,"M169",1
"8522",23,2365193,8427449,"M170",3
"8523",23,2365193,8427449,"M179",2
"8524",23,2365193,8427449,"M198",1
"8525",23,2365193,8427449,"M199",3
"8526",23,2365193,8427449,"M310",1
"8527",23,2365193,8427449,"M311",3
"8528",23,2365193,8427449,"M313",3
"8529",23,2365193,8427449,"M318",2
"8530",23,2365193,8427449,"M319",4
"8531",23,2365193,8427449,"M321",38
"8532",23,2365193,8427449,"M329",4
"8533",23,2365193,8427449,"M331",1
"8534",23,2365193,8427449,"M332",1
"8535",23,2365193,8427449,"M339",2
"8536",23,2365193,8427449,"M349",3
"8537",23,2365193,8427449,"M353",1
"8538",23,2365193,8427449,"M359",1
"8539",23,2365193,8427449,"M469",1
"8540",23,2365193,8427449,"M511",1
"8541",23,2365193,8427449,"M519",1
"8542",23,2365193,8427449,"M549",1
"8543",23,2365193,8427449,"M600",1
"8544",23,2365193,8427449,"M622",2
"8545",23,2365193,8427449,"M623",68
"8546",23,2365193,8427449,"M624",1
"8547",23,2365193,8427449,"M625",14
"8548",23,2365193,8427449,"M628",7
"8549",23,2365193,8427449,"M629",5
"8550",23,2365193,8427449,"M726",12
"8551",23,2365193,8427449,"M729",2
"8552",23,2365193,8427449,"M796",1
"8553",23,2365193,8427449,"M802",1
"8554",23,2365193,8427449,"M805",2
"8555",23,2365193,8427449,"M808",1
"8556",23,2365193,8427449,"M809",12
"8557",23,2365193,8427449,"M810",1
"8558",23,2365193,8427449,"M818",2
"8559",23,2365193,8427449,"M819",6
"8560",23,2365193,8427449,"M840",1
"8561",23,2365193,8427449,"M844",5
"8562",23,2365193,8427449,"M848",1
"8563",23,2365193,8427449,"M858",2
"8564",23,2365193,8427449,"M859",1
"8565",23,2365193,8427449,"M866",1
"8566",23,2365193,8427449,"M868",3
"8567",23,2365193,8427449,"M869",24
"8568",23,2365193,8427449,"M938",1
"8569",23,2365193,8427449,"N003",1
"8570",23,2365193,8427449,"N007",1
"8571",23,2365193,8427449,"N008",1
"8572",23,2365193,8427449,"N009",3
"8573",23,2365193,8427449,"N018",1
"8574",23,2365193,8427449,"N021",1
"8575",23,2365193,8427449,"N028",1
"8576",23,2365193,8427449,"N029",3
"8577",23,2365193,8427449,"N038",1
"8578",23,2365193,8427449,"N039",77
"8579",23,2365193,8427449,"N049",3
"8580",23,2365193,8427449,"N059",2
"8581",23,2365193,8427449,"N079",2
"8582",23,2365193,8427449,"N10",12
"8583",23,2365193,8427449,"N110",6
"8584",23,2365193,8427449,"N111",20
"8585",23,2365193,8427449,"N119",12
"8586",23,2365193,8427449,"N12",10
"8587",23,2365193,8427449,"N132",1
"8588",23,2365193,8427449,"N133",4
"8589",23,2365193,8427449,"N138",1
"8590",23,2365193,8427449,"N139",2
"8591",23,2365193,8427449,"N151",2
"8592",23,2365193,8427449,"N159",2
"8593",23,2365193,8427449,"N170",9
"8594",23,2365193,8427449,"N171",2
"8595",23,2365193,8427449,"N172",2
"8596",23,2365193,8427449,"N178",34
"8597",23,2365193,8427449,"N179",301
"8598",23,2365193,8427449,"N180",37
"8599",23,2365193,8427449,"N188",35
"8600",23,2365193,8427449,"N189",309
"8601",23,2365193,8427449,"N19",103
"8602",23,2365193,8427449,"N200",13
"8603",23,2365193,8427449,"N209",3
"8604",23,2365193,8427449,"N258",1
"8605",23,2365193,8427449,"N280",2
"8606",23,2365193,8427449,"N289",10
"8607",23,2365193,8427449,"N300",10
"8608",23,2365193,8427449,"N301",1
"8609",23,2365193,8427449,"N308",7
"8610",23,2365193,8427449,"N309",11
"8611",23,2365193,8427449,"N319",7
"8612",23,2365193,8427449,"N321",2
"8613",23,2365193,8427449,"N324",1
"8614",23,2365193,8427449,"N328",3
"8615",23,2365193,8427449,"N329",1
"8616",23,2365193,8427449,"N341",1
"8617",23,2365193,8427449,"N350",1
"8618",23,2365193,8427449,"N358",2
"8619",23,2365193,8427449,"N359",1
"8620",23,2365193,8427449,"N360",1
"8621",23,2365193,8427449,"N390",594
"8622",23,2365193,8427449,"N391",1
"8623",23,2365193,8427449,"N398",4
"8624",23,2365193,8427449,"N399",32
"8625",23,2365193,8427449,"N40",79
"8626",23,2365193,8427449,"N410",1
"8627",23,2365193,8427449,"N418",1
"8628",23,2365193,8427449,"N419",4
"8629",23,2365193,8427449,"N428",1
"8630",23,2365193,8427449,"N429",8
"8631",23,2365193,8427449,"N431",1
"8632",23,2365193,8427449,"N433",1
"8633",23,2365193,8427449,"N450",1
"8634",23,2365193,8427449,"N485",1
"8635",23,2365193,8427449,"N492",1
"8636",23,2365193,8427449,"N498",14
"8637",23,2365193,8427449,"N499",1
"8638",23,2365193,8427449,"N61",3
"8639",23,2365193,8427449,"N709",1
"8640",23,2365193,8427449,"N710",1
"8641",23,2365193,8427449,"N730",1
"8642",23,2365193,8427449,"N733",1
"8643",23,2365193,8427449,"N739",1
"8644",23,2365193,8427449,"N764",1
"8645",23,2365193,8427449,"N768",3
"8646",23,2365193,8427449,"N801",1
"8647",23,2365193,8427449,"N809",1
"8648",23,2365193,8427449,"N814",1
"8649",23,2365193,8427449,"N819",1
"8650",23,2365193,8427449,"N823",2
"8651",23,2365193,8427449,"N839",1
"8652",23,2365193,8427449,"N938",1
"8653",23,2365193,8427449,"O001",1
"8654",23,2365193,8427449,"O021",3
"8655",23,2365193,8427449,"O039",1
"8656",23,2365193,8427449,"O101",1
"8657",23,2365193,8427449,"O11",1
"8658",23,2365193,8427449,"O13",1
"8659",23,2365193,8427449,"O141",6
"8660",23,2365193,8427449,"O149",3
"8661",23,2365193,8427449,"O150",3
"8662",23,2365193,8427449,"O151",1
"8663",23,2365193,8427449,"O159",4
"8664",23,2365193,8427449,"O16",1
"8665",23,2365193,8427449,"O208",1
"8666",23,2365193,8427449,"O223",1
"8667",23,2365193,8427449,"O239",1
"8668",23,2365193,8427449,"O441",2
"8669",23,2365193,8427449,"O450",1
"8670",23,2365193,8427449,"O458",1
"8671",23,2365193,8427449,"O459",1
"8672",23,2365193,8427449,"O622",3
"8673",23,2365193,8427449,"O628",1
"8674",23,2365193,8427449,"O711",1
"8675",23,2365193,8427449,"O721",2
"8676",23,2365193,8427449,"O722",1
"8677",23,2365193,8427449,"O723",1
"8678",23,2365193,8427449,"O750",1
"8679",23,2365193,8427449,"O759",2
"8680",23,2365193,8427449,"O860",1
"8681",23,2365193,8427449,"O878",1
"8682",23,2365193,8427449,"O891",1
"8683",23,2365193,8427449,"O908",1
"8684",23,2365193,8427449,"O95",2
"8685",23,2365193,8427449,"O96",16
"8686",23,2365193,8427449,"O985",2
"8687",23,2365193,8427449,"O987",1
"8688",23,2365193,8427449,"O988",1
"8689",23,2365193,8427449,"O994",4
"8690",23,2365193,8427449,"O998",3
"8691",23,2365193,8427449,"P000",25
"8692",23,2365193,8427449,"P001",11
"8693",23,2365193,8427449,"P002",6
"8694",23,2365193,8427449,"P004",1
"8695",23,2365193,8427449,"P008",5
"8696",23,2365193,8427449,"P009",2
"8697",23,2365193,8427449,"P010",13
"8698",23,2365193,8427449,"P011",16
"8699",23,2365193,8427449,"P012",1
"8700",23,2365193,8427449,"P015",4
"8701",23,2365193,8427449,"P019",2
"8702",23,2365193,8427449,"P020",3
"8703",23,2365193,8427449,"P021",13
"8704",23,2365193,8427449,"P022",1
"8705",23,2365193,8427449,"P023",1
"8706",23,2365193,8427449,"P024",2
"8707",23,2365193,8427449,"P025",1
"8708",23,2365193,8427449,"P026",1
"8709",23,2365193,8427449,"P027",13
"8710",23,2365193,8427449,"P029",1
"8711",23,2365193,8427449,"P031",3
"8712",23,2365193,8427449,"P035",6
"8713",23,2365193,8427449,"P038",10
"8714",23,2365193,8427449,"P039",8
"8715",23,2365193,8427449,"P050",3
"8716",23,2365193,8427449,"P051",1
"8717",23,2365193,8427449,"P059",2
"8718",23,2365193,8427449,"P070",9
"8719",23,2365193,8427449,"P072",82
"8720",23,2365193,8427449,"P073",14
"8721",23,2365193,8427449,"P154",1
"8722",23,2365193,8427449,"P158",1
"8723",23,2365193,8427449,"P159",1
"8724",23,2365193,8427449,"P200",2
"8725",23,2365193,8427449,"P201",3
"8726",23,2365193,8427449,"P209",12
"8727",23,2365193,8427449,"P210",27
"8728",23,2365193,8427449,"P211",1
"8729",23,2365193,8427449,"P219",35
"8730",23,2365193,8427449,"P220",61
"8731",23,2365193,8427449,"P221",1
"8732",23,2365193,8427449,"P228",3
"8733",23,2365193,8427449,"P229",24
"8734",23,2365193,8427449,"P239",8
